aparelho;ord;avaliacao;estrela
a13;;Produto de qualidade bbb...bom bonito e barato;5
a13;;Produto otimo melhor do q esperava valeu muito a pena podem comprar sem medo;5
a13;;Muito bom a camera e otima tudo muito b a entrega foi rapidas;5
a13;;Produto otimo entrega rapidissimo foi entregue muito antes da data prevista...;5
a13;;Produto dentro da expectativa;5
a13;;Um bom aparelho foi comprado pra minha mae e ela esta gostando bastante...;5
a13;;Compensa pelo custo e qualidade;5
a13;;Otimo aparelho esta atendendo as expectativas;5
a13;;Adorei muito bom mesmo sua memoria e otima a camera muito boa. Valeu muito a pena minha compra. Recomendo;5
a13;;Acima da media;5
a13;;Gostei muito bom. Bateria excelente duracao;5
a13;;No ultra alta resolucao em alto fps;5
a13;;Meu filho amou;5
a13;;gostei muito do produto ele e enorme muito bonito e a entrega super rapida amei;5
a13;;Chegou muito rapido e sem discrepancia com o produto anunciado.;5
a13;;Muita agilidade na entrega sensacional;5
a13;;Memoria otima;5
a13;;Celular muito bom. Dentro do esperado do vl/marca. Designer bem honito. Estamos satisfeitos;5
a13;;Otimo! Bateria dura bastante;5
a13;;Otimo aparelho;5
a13;;Adorei meu celular atendeu minhas expectativas!;5
a13;;Chegou antes do prazo tbm!;5
a13;;Otimo aparelho;5
a13;;Excelente aparelho com otimas funcoes o melhor custo beneficio;5
a13;;Um produto muito bom camara perfeita amei.;5
a13;;Otimo smartphone chegou antes do prazo combinado veio bem embalado. Ate agora nao tenho o que reclamar!;5
a13;;Amei. Quem procura acha.;5
a13;;Chegou no prazo foi rapido a entrega e esta perfeito estado.;5
a13;;Otimo produto chegou antes da data prevista;5
a13;;Atendeu minhas expectativas;5
a13;;Ele e top camera de otima revolucao;5
a13;;Vontarei a comprar...;5
a13;;Amei esse celular tem uma otima memoria cameras maravilhas comprei na promocao saiu um otimo preco chegou rapido se meu comentario ajudou curte ai.;5
a13;;Produto veio em condicoes de uso.;5
a13;;Recomendo;5
a13;;Otima qualidade tamanho ideal muito espaco para armazenamento eu recomendo;5
a13;;Pelo valor cumpre o anunciado. Funciona bem.;5
a13;;Bateria boa porem nao gostei muito da qualidade da camera.;5
a13;;Comprem sem medo entrega rapida e celular maravilhoso.;5
a13;;entrega rapida Amei nota 1000;5
a13;;Otima qualidade recomendo;5
a13;;Perfeito amei;5
a13;;O produto e otimo excelente acabamento tamanho ideal nem grande nem pequeno tamanho perfeito.;5
a13;;O produto atende perfeitamente as expectativas!;5
a13;;Reconendo!;5
a13;;sem comentarios so recomendo;5
a13;;lindo Celular muito bom pelo preco pago entrega muito. A camera e otima e o sistema muito bom. A tela e muito bonita ele e bem grande. Gostei muito e recomendo.;5
a13;;O produto superou minhas espectativas;5
a13;;Comprei para o meu irmao e ate agora zero reclamacoes.;5
a13;;Produto de otima qualidade prazo de entrega muito rapido!;5
a13;;Chegou rapido bem embalado precos justo;5
a13;;Amei meu celular;5
a13;;Celular muito bom minha prima pediu para mim comprar pra ela tava na promocao ela gostou bastante super recomendo;5
a13;;Muito bom;5
a13;;Excelente. Ja e o terceiro que compro aqui em casa...;5
a13;;Meu filho amou!!! Funcionando perfeito...e ja esta usando ha 6 meses...;5
a13;;Como o esperado chegou rapidinho.;5
a13;;Otimo produto;5
a13;;Chegou em perfeito estado;5
a13;;Celular excelente por um preco excelente e a entrega foi absurdamente rapida.;5
a13;;foi uma otima aquisicao;5
a13;;Otimo produto superou a expectativa.;5
a13;;Amei muito os aparelhos dei de presente para meus filhos e simplesmente eles amaram.;5
a13;;Pra quem busca um aparelho basico esse e otimo e entrega muito mais que isso as cameras sao muito boas o desemprenho da bateria me surpreendeu muito carrega rapido e dura bastante (dependendo do fluxo de uso) mas normalmente dura um dia inteiro ou mais a navegacao pelo home screen e super fluida e leve abre varios apps simultaneamente sem travar suporta jogos pesados e nao esquenta enquanto usamos. A tela e perfeita pra assistir/jogar qualidade otima confortavel de segurar apesar de ser grandao sistema de digital e reconhecimento facil e bastante seguro. Resumo: e um otimo aparelho da linha basica da Samsung. Eu julgava muito os aparelhos da Samsung pq ja tive alguns e tive uma pessima experiencia com a marca mas ela melhorou e aperfeicoou bastante os aparelhos da linha.;5
a13;;TOP DEMAIS;5
a13;;Produto muito bem embalado veio como descrito. Otimo produto!;5
a13;;Lindo tela tamanho bom gostei bastante. So a entrega que tive problemas.;5
a13;;Qualidade padrao Samsung;5
a13;;Produto bom para o preco. Minha filha adorou. A capacidade e bem boa. A entrega foi antes do que dizia. Fiquei muito satisfeita.;5
a13;;Bom o aparelho;5
a13;;Maravilhoso eu amei;5
a13;;Meu pai gostpu bastante do celular e atendeu as expectativas dele. Nao trava os APP fluem normalmente. E as funcoes ajudam a organizar muito bem o aparelho.;5
a13;;O smartphone atende bem conforme a configuracao dele.;5
a13;;O ruim e que.nao veio fone de ouvido.;5
a13;;Otimo e facil de manusear;5
a13;;Otimo produto;5
a13;;Dependendo do uso;5
a13;;Vale muito apena;5
a13;;O produto e bom veio bem embalado e o melhor entrega foi super rapido muito obrigada!;5
a13;;Muito bom.;5
a13;;Nessa faixa de preco e a melhor opcao. Boa camera fluidez bateria dura bastante . Recomendo;5
a13;;bonito moderno. Amei muito bacana.;5
a13;;Otima qualidade;5
a13;;Designer super criativo e com excelente preco!;5
a13;;Otimo......superou expectativa;5
a13;;Super recomendado;5
a13;;O PRODUTO BONITO GRANDE TELA RAPIDO ME COMPRETOU MINHAS NECECIDADES PARA VIGIAR MINHAS PROPRIEDADES ON LINE.MUITO BOM.;5
a13;;Muito bom pefeito;5
a13;;Excelente produto;5
a13;;Muito bom entrega no prazo!;5
a13;;Muito bom;5
a13;;Vlw a pena a aquisicao;5
a13;;Otimo custo beneficio compreinpara minha mae que ja tem uma certa idade e para as necessidades dela cumpre bem as cameras sao boas e a bateria dura bastante;5
a13;;Atendeu minhas expectativas...;5
a13;;Produto de qualidade. Correspondeu as minhas expectativas.;5
a13;;Excelente produto;5
a13;;Chegou antes do prazo. Cumpriu com a descricao do produto.;5
a13;;Produto muito bom;5
a13;;Super recomendo otimo produto em tudo;5
a13;;Smartphone otimo nao trava estou satisfeita com minha compra;5
a13;;Custo beneficio muito bom. Atendeu as expectativas;5
a13;;Celular de otimo desempenho e um custo muito bom. Funciona perfeitamente.;5
a13;;Dura o dia todo;5
a13;;Muito bom o celular;5
a13;;Excelente aparelho.;5
a13;;Muito bom;5
a13;;a bateria e muito boa;5
a13;;Muito bom;5
a13;;Otimo custo beneficio;5
a13;;Amei. Foi p meu esposo. Ele amou. Bateria top. Camera top.;5
a13;;dentro do possivel! Comprei esse modelo apos acidente com meu samsung A5 de 2017. O modelo que tive condicoes de pagar e ainda assim achei o valor levemente caro para as atuais caracteristicas de hardware. De todo modo e um bom aparelho! tem muita memoria interna e agradavel de usar atende a todas as necessidades atuais.;5
a13;;Comprei ele com um pouco de medo ja que meu outro aparelho dessa marca nunca foi tao bom mas me surpreendi estou amando ele a bateria dura bem carrega no maximo em duas horas otimas cameras e tamanho.;5
a13;;Celular otimo recomendo.;5
a13;;Celular muito bom comprei p meu marido ele amou;5
a13;;Muito bom So nao gostei da camera;5
a13;;Boa opcao e o que eu buscava;5
a13;;Otimos recursos!;5
a13;;Entrega super rapida smartphone de entrada mas cumpre bem seu papel 128gb recomendo;5
a13;;Achei otimo celular;5
a13;;Chegou 4 dias antes.;5
a13;;Otimo celular...;5
a13;;Otima bateria;5
a13;;Comprei para a minha mae.. O Celular e otimo. Posicao do leitor de digital no botao de ligar (bastante hergon«Ômico) simples facil. Excelente processado para quem nao usa para jogos. Recomendo.;5
a13;;O produto e excelente.;5
a13;;Otimo custo beneficio rapido camera boa excelente aparelho.;5
a13;;Recomendo para quem quer um celular bom e barato.;5
a13;;Adorei o produto entrega antecipada tudo perfeito;5
a13;;Foi um presente e a pessoa amouè;5
a13;;Amei muito bom;5
a13;;Muito lindo;5
a13;;O aparelho tem um otimo custo x beneficio e supre as minhas necessidades o som e bem alto.;5
a13;;Produto atendeu a todas as minhas expectativas! Super recomendado!;5
a13;;Bom produto;5
a13;;Produto excelente.;5
a13;;Consegui rodar free fire;5
a13;;Foi uma boa compra gostei muito do celular;5
a13;;Atende as minhas necessidades o produto chegou na data.;5
a13;;Smartphone excelente e com otimo custo/beneficio.;5
a13;;O produto chegou super rapido igual o anuncio.;5
a13;;Suprio minhas expectativas;5
a13;;Chegou super rapido e em perfeito estado;5
a13;;Bom chegou antes do prazo;5
a13;;Gostei bastante chegou na data certinha e minha mae ficou feliz com o celular novo dela!;5
a13;;Aparelho interessante vale o preco pago.;5
a13;;Otimo aparelho Samsung nao decepciona.;5
a13;;Nossa este ja e o 3 celular que eu comprei eu adorei muito a qualidade entrega super rapido e apenas entregam na mao da pessoa eles nao jogam o produto eu super indico;5
a13;;Boa qualidade.;5
a13;;Recebi antes do prazo e com tudo certinho tudo funcionando perfeitamente. O Smartphone e lindo e com todas as funcoes descritos na propaganda.;5
a13;;Podem comprar sem medo;5
a13;;Pra quem nao e muito exigente e usa o basico do celular esse aqui esta de bom tamanho...;5
a13;;Muito satisfeita;5
a13;;Achei top super satisfeito!!!;5
a13;;Produto bom;5
a13;;Tela muito boa e otima qualidade da camera. Compra justa pra o valor cobrado.;5
a13;;Comprei para presentear meu esposo e ele simplesmente amou...;5
a13;;Bom custo-beneficio;5
a13;;A pessoa que recebeu ficou muito feliz e e otimo...;5
a13;;Gostei MT chegou em uma semana super embalado e funcionando direitinho amei meu aparelho celularè super aprovado;5
a13;;Excelente. Muito satisfeito com o produto.;5
a13;;Bateria com boa duracao e aparelho com bom desempenho.;5
a13;;Gostei do celular esta atendendo minhas necessidades mas pensei que as imagens de fotos seriam melhores.;5
a13;;Otimo custo-beneficio! Comprei na Black Friday um smartphone de qualidade e com um preco otimo! Recomendo!;5
a13;;Gostri muito tem varia funcao.. celular basigo mais com muito beneficio;5
a13;;Pratico boa memoria nao trava vale a pena comprar;5
a13;;Bom tamanho;5
a13;;Perfeito para o meu perfil e ideal para o meu trabalho.;5
a13;;Produto com boa bateria.;5
a13;;Bom de mais;5
a13;;3 dias de uso celular pratico para transferir os dados do celular antigo. Bonito e atendeu as minhas necessidades.;5
a13;;recomendo. Dentro do esperado.bom;5
a13;;Ou ate mais;5
a13;;Bom produto dentro das especificacoes que ele dispoe;5
a13;;Nao igual maravilhoso recomendo;5
a13;;Muitos bom chegou antes do prazo tudo certinho;5
a13;;Design clean capacidade de memoria otima 128 com 4 ram..peso e moldura perfeitos.;5
a13;;OTIMO produto!!;5
a13;;Aparelho muito bom custo beneficio e otima memoria.;5
a13;;Exelente super recomendo pro dia a dia...;5
a13;;Produto de qualidade e entrega super rapida.;5
a13;;O celular e otimo ele tem uma excente memoria dificilmente trava e a camera e Otima;5
a13;;O celular e muito bonito e atende todas as expectativas;5
a13;;Pratico e lindo;5
a13;;Eu adorei esse aparelho fiquei bastante satisfeita. A camera e excelente me surpreendeu. Entrega foi rapida;5
a13;;Gostei do aparelho tem me atendido muito bem os jogos e apps que eu uso tem rodado muito bem nele;5
a13;;Amei o celular so que nao vi que nao vem com fone kkkkk tive que usar o meu antigo tirando isso o celular e maravilhoso bem embalado a caixa veio um pouco danificada mas nao foi um problema Se quiserem um recomendo esse perfeito;5
a13;;comprei no dia 7 chegou no dia 8 minha mae amouè;5
a13;;Esse a13 e muito bom recomendo para todos tem uma sema e nao tenho nada a reclamar!!;5
a13;;Comprei dois chegou perfeito e rapido;5
a13;;Gostei do produto com otimo custo beneficio!;5
a13;;Alcancou minhas expectativas.;5
a13;;Atende todas as descricoes.;5
a13;;Atendimento rapido e bem organizado na hora de pegar o produto na loja!;5
a13;;Em conta otima qualidade de fotos bateria dura muitas horas.;5
a13;;Camera e memoria Ram excelentes.;5
a13;;Produto chegou dentro do prazo previsto.;5
a13;;Funcionalidade;5
a13;;Gostei do celular mas a bateria veio com problemas.;1
a13;;Comprei pro meu irmaozinho e ele amou roda vem os jogos dele.;5
a13;;Comprei pro meu pai como ele usa poucas funcoes e app e um otimo custo x befenicio.;5
a13;;Um excelente celular;5
a13;;Bateria duradoura;5
a13;;Muito bom otimo atendimento pois coloquei pra retirada rapida.;4
a13;;pode achar ele um pouco lento mas isso e pelos 4gb de ram.;5
a13;;Qualidade;5
a13;;Bem modesto.;4
a13;161;Descarregou r†pido, N∆o gostei;1
a13;168;Produto nao Ç o q eu esperava, trava muito, to usando tal app e ele trava e volta pra tela inicial, sensor da digital ruim, preciso tirar a capinha pra poder fazer uso da digital. N∆o indico.;1
a13;175;Produto bom porÇm n∆o vem incluso fone de ouvido....;1
a13;181;celular horr°vel bateria um coco trava demais , pÇssimo.;1
a13;187;O celular Ç bom, mas faltou o print passando a m∆o na tela.;1
a13;193;Celular trava muito, n∆o dar pra usar direito.;1
a13;201;Nao recomendo , Motorola e o melhor.;1
a13;208;O celular comeáou a esquentar j† no primeiro dia de uso, n∆o apenas durante o carregamento da bateria, mas tambÇm ap¢s ter sido carregado. Solicitei a troca acreditando que possa ter ocorrido defeito de fabricaá∆o na unidade. Espero que o novo n∆o venha com a mesma falha.;1
a13;299;Trava muito, a ponto de nao conseguir continuar alguma busca,pesquisa .Me enganei;1
a13;306;N∆o veio com fone de ouvido;1
a13;313;Sensor digital Ç horr°vel! Prefiro os motorolas com sensor digitais na traseira com mais acessibilidade.;1
a13;320;Comprei o aparelho como novo, mais veio usado, com v†rios aplicativos de jogos infantil instalado, com o aplicativo da Netflix instalado com usu†rio e senha salvo no login no nome de wagnerbernardes42@gmail.com;1
a13;327;A cÉmera dele Ç muito ruim apesar de ser tripla e 50mp achei que as fotos ficaram muito sem foco Ç pior que o meu celular antigo que Ç de 13mp...;1
a13;334;Nao e bom o produto comprei um dia 16 de novembro, o celular nao e uma demora p estala os aplicativos foge a tela o tempo todo dano tipo curto;1
a22;698;N∆o gostei. Durou menoa de 1 ano.;1
a22;705;Produto n∆o liga. O produto n∆o est† carregando.;1
a22;712;PÇssimo pÇssimo pÇssimo pÇssimo;1
a22;719;Em uma semana de uso j† deu problema, se apaga do nada, n∆o estou conseguindo a troca pelo site, n∆o vou levar em assistància um celular novo.;1
a22;726;celular com menos de 1 màs j† apresentou 3 defeitos. 1¯ Internet nos dados m¢veis fica oscilando muito. 2¯ as vezes quando abro o †udio n∆o sai som, sai somente um ru°do, tenho de reiniciar. 3¯ jatravou uma vez, passou um bom tempo para voltar ao normal. est† na Garantia, mais a loja falou no dia que a troca s¢ seria com atÇ 7 dias, os defeitos vieram ap¢s esse per°odo.ver mais;1
a22;740;com uma semana de uso deu defeito..... mandei msg p americanas tinha atÇ ontem p responder e n∆o respondeu;1
a22;747;Esse celular e ruim! Olha vou falar se passou uns meses e ele s¢ dura 1 hora e meia antes ele durava 20 horas;1
a22;753;Horr°vel, n∆o vale a pena. Se fosse vocà, n∆o compraria.;1
a22;759;Nada a reclamar das Americanas quanto Ö entrega, mas o produto travou menos de 24 horas depois da entrega. Depois ele parou de funcionar completamente. J† devolvi, estou aguardando o estorno do valor debitado no cart∆o de crÇdito.;1
a22;765;Comprei no dia 20/11. Chegou no mesmo dia. Produto pÇssimo, travou com menos de 24 horas de uso. Americanas sem me dizer como devolver.;1
a13;135;Infelizmente nao foi o que eu esperava;2
a13;142;Amei o produto sim Mas a entrega pra mim foi pesima por demorou de mas Mas o celular em sim e muito bom.;2
a13;149;ê lento, e trava bastante;2
a13;155;ê um celular bem regular, muito b†sico atÇ mesmo para a quantidade de RAM e ROM dele. Quando digo b†sico Ç BµSICO mesmo! Se houver 3 abas abertas, j† d† muitas engasgadas, coisa que n∆o ocorre no M22 (que Ç muito superior). Aplicativos de streaming fecham de vez em quando, porque a RAM n∆o aguenta. A prometida RAM Plus n∆o ajuda em nada (ela Ç ativada quando o sistema acha que deve ativ†-la, vai entender!). Comprei o meu na Americanas, cor azul. Ele Ç muito bonito, mas ruim. Digo com sinceridade. O M22 tem 4gb/128gb e supera ele! N∆o sei qual o problema do A13, talvez o processador seja muito fraco. SÇrio, atÇ em jogos leves, YouTube, WeTv, etc., ele vai dar umas travadas super chatas e fecha os apps (uÇ, e a RAM+?). Gaste um pouco mais, mas compre algo melhor. Esse n∆o vale a pena pelo preáo que cobram. Comprei em um momento de necessidade e n∆o podia gastar quase nada. Que arrependimento... Ponto positivo dele Ç: cÉmeras boas, tela grande, design bonito e bateria dura bem.ver mais;2
a13;200;PorÇm chegou hoje Ç ja esta travando! Esperava mais!;2
a13;265;Nao gostei, nao espelhar na tv;2
a13;273;Falto o fone de ouvido. Bom ms lento pra abaixa os app;2
a13;287;Produto razo†vel, tinha um M12 que tinha a metade da mem¢ria do M13, mas a qualidade das fotos no M13 no Messenger e no Whatzapp em ambientes fechados Ç muito ruim , ainda n∆o teste a cÉmera comum. O M12 aparentemente tem mais qualidade na cÉmera, apesar de ter a metade da mem¢ria;2
a13;293;Nao tem nem um màs e a tela fechou. Nao quer ligar de jeito nenhum, fica tocando meus alarmes sem eu se quer ter como desliga-lo.;2
a22;631;Muito bom, porÇm demorou pra entregar.;2
a22;638;Sobre o produto: deveria ser no m°nimo bom. Mas,Precisa corrigir um defeito sÇrio sobre o captar sinal de wi-fi. Sobre a entrega: atraso de 1 semana da entrega e precisa melhorias no sistema pois pra acessar o sac Ç quase imposs°vel, pois tinha que deixar uma mensagem e aguardar 3 dias pra alguÇm entrar em contato comigo e a transportadora que for fazer a entrega deveria ligar pro destinat†rio caso n∆o consiga encontrar o endereáo pra facilitar a entrega.ver mais;2
a22;645;Nao cumpre prazo de entrega, era dia 27 .... depois dia 31 .. nao cumpriu nenhuma data;2
a22;652;O celular esta descarregando logo;2
a22;659;Este foi o primeiro celular que comprei, que n∆o tem fone de ouvido. Deveria ter.;2
a22;666;Celular com 128 gb. Que vem com App desnecess†rios carregando a mem¢ria do aparelho. Detalhe muito deles n∆o podem ser desinstalados. Ou seja , os 128 gb prometidos Ç s¢ no an£ncio.;2
a22;673;Disseram que o A22 viria substituir o A21s, mas ele Ç pior, nem espelhamento de tela tem. Que decepá∆o!;2
a22;680;O aparelho Ç lindo....mas a cÉmera pÇssima, qualidade das fotos horrorosa!!!!;2
a22;686;tenho ele a tràs meses e ele j† est† apresentando problemas ,estou um pouco preocupada.;2
a22;692;Dizem que ele veio para substituir o A21s ,porÇm Ç pior, nem espelhamento de tela tem. Que decepá∆o!;2
a13;2;Para quem n∆o Ç muito exigente serve da umas travÖas;3
a13;9;O celular possui um designer lindo, cÉmera traseira Ç boa porÇm, a frontal deixa um pouco a desejar. N∆o dei as 5 estrelas pq o celular veio todo manchado e com algumas marcas. Fora isso , td certo!;3
a13;16;Para o valor pago, o celular entrega o que promete;3
a13;23;Bom produto gostei;3
a13;30;Produto de qualidade, porem o briljo autom†tico n∆o Ç bom;3
a13;37;O celular e bom,mas pelo preáo, podia vim com capinha e fone,vcs perdem nisso.;3
a13;40;essa avaliaá∆o foi £til?;3
a13;44;A bateria descarrega muito rapidamente. E o carregador demora pra carregar.;3
a13;51;Descarrega muito r†pido. .. diferente do A12 N∆o gostei Se pudesse trocar , eu faria isso;3
a13;58;Comprei n∆o gostei. Pra quem tem muitos aplicativos n∆o indico trava muito e a internet fica lenta de mais.passei pro meu sobrinho que usa mais pra jogo zap essas coisas ir ele gostou bastante.;3
a13;65;Achei um pouco lento! E trava bastante;3
a13;72;Um produto bonito, leve e de um bom design. No entanto por dispor de 4G de ram Ç um telefone super lento, travando em aplicativos mais simples, como por exemplo: WhatsApp, YouTube etc? cÉmera de 50MP que na verdade em comparativo com um iPhone de 8MP, perde feio para fotos noturnas. PorÇm Ç um aparelho mÇdio bom para presentear ?pa°s?. Porem n∆o recomendo, a outros no mercado que entregam muito mais por um preáo mais atrativo ou atÇ mesmo pelo mesmo valor.ver mais;3
a13;79;Celular de entrada, cumpre o que promete, mas achei um pouco lento em alguns momentos, meio travado, poderia estar um pouco mais barato, por ser de entrada.;3
a13;86;Recebi o aparelho, porÇm n∆o veio com o fone de ouvido!;3
a13;92;Onde iremos chegar com essas telas gigantes? AlÇm disso, a sensibilidade nas bordas Ç muito ruim, exigindo que eu toque mais ao centro.;3
a13;98;O produto Ç excelente mais a loja faz muita variaá∆o de preáo;3
a13;104;Nao gostei da camera fontal, demias coisas ok;3
a13;110;Meia boca...cÉmeras n∆o Ç boa, N∆o vale Ö pena, esperava mais.;3
a13;116;Otimo super atendeu minhas necessidades;3
a13;122;O produto a bateria descarrega logo tirando isso to com 2 dias tabom;3
a13;128;Celular lindo,porÇm esquenta horrores!;3
a13;199;Processador lento e baixa qualidade da foto;3
a13;210;Lento e bugs constantes em app sociais.;3
a13;217;Ele com poucos dias de uso j† est† travando bastante;3
a13;224;Acho que nao tem bom som E falta recurso para aprimorar o SOM eu rinha um m10 e me arrependo por ter trocado pelo m13 qto ao atendimento da amricana nota 10;3
a13;231;Muito bonito,mas a bateria dura pouco tempo;3
a13;238;Muito bom obrigada;3
a13;245;‡timo produto recomendo;3
a13;252;Chegou antes da tada muito legal;3
a13;259;Sinceramente, pra um produto recÇm lanáado no Brasil, o processador n∆o Ç t∆o bom.;3
a22;340;Celular bom, mas... Absurdo nao vir fone de ouvido;3
a22;347;Em 6 horas e s¢ carregou 80 % da bateria e chegou com 02 dias de atraso;3
a22;354;Sabia que n∆o viria com o fone de ouvido, mas a SAMSUNG modificou a largura da entrada do cabo do carregador no celular, n∆o serve mais de qualquer um. PêSSIMO. Verifiquem isso antes de comprar.;3
a22;361;PRODUTO ENTREGA O QUE OFERECE EM ANUNCIO, INTERMEDIµRIO POREM COM DESEMPENHO DE PRIMEIRA. Jµ A ENTREGA PELA LOJA DEIXA MUITO A DESEJAR.;3
a22;368;O smartphone Ç excelente, porÇm entregaram no endereáo errado.;3
a22;375;gostei muito tudo certo entrega em menos de 2 horas;3
a22;382;muito bom, r†pido e eficaz,preáo bom ,entrega r†pida .;3
a22;389;S¢ acho que n∆o faz sentido, n∆o ter fone de ouvido.;3
a22;396;Indicaria positivamente o produto adquirido! ‡timo custo benef°cio.;3
a22;403;Gostei do Produto Celular da samsung;3
a22;410;quanto ao atendimento e entrega da loja sensacional recomendo a todos;3
a22;417;Um aparelho com bom custo benef°cio.;3
a22;424;comprei a22 a entrega foi feita como estava no an£ncio;3
a22;431;ê um smartphone como qualquer outro (exceto iPhone). Funciona bem. Mas o serviáo de entrega, deixou a desejar. Houve adiamentos de entrega, sendo que eu precisava do aparelho para trabalhar. N∆o compro mais aqui.;3
a22;438;ê um celular bom, tem uma bateria boa e um bom desempenho. Atende as necessidades minimas.;3
a22;445;Atende bem as minhas necessidades.;3
a22;452;A entrega foi r†pida, o aparelho Ç bom, mas n∆o possui pasta segura e espelhamento de tela na tv.;3
a22;459;a tela n∆o Ç t∆o boa e ele Ç surpreendentemente lento;3
a22;466;O produto por enquanto est† atendendo as perspectivas. N∆o foi entregue no prazo.;3
a22;473;Pr†tico, r†pido, cumpre o que promete;3
a22;480;Entrega oque promete pelo valor , Bom custo beneficio.;3
a22;487;‡timo preáo, baixo custo, e bom per°odo de entrega;3
a22;494;‡timo preáo, baixo custo, e bom per°odo de entrega;3
a22;501;Por enquanto est† tudo bem com o produto. Amei o Celul.;3
a22;508;Celular simples porÇm e para o dia a dia mesmo. Tem s¢ 4 dias que comprei ent∆o n∆o tem como falar muito dele no momento. Vem s¢ o cabo de carregamento e o celular sem fone de ouvido que para mim n∆o tem muita relevÉncia, comprei pelo site e retirei na loja.;3
a22;515;Bom produto pelo valor pago para self n∆o e bom;3
a22;522;Um bom celular, mas pra mim deixou a desejar porque n∆o vem com fone de ouvido.;3
a22;529;Um celular para uma pessoa que n∆o Ç muito exigente,e tem de tudo.;3
a22;536;Gostei, mas a cÉmera deixa a desejar e a bateria n∆o dura tanto quanto o que eu esperava;3
a22;543;Atende ao que preciso. Bom custo / beneficio.;3
a22;550;Leve e r†pido, a bateria dura bem.;3
a22;557;Produto excelente eu recomendo;3
a22;564;Era o que eu esperava mesmo, pra mim est† ¢timo celular bonito e leve, n∆o trava, f†cil de manusear, recomendo;3
a22;571;nao me adaptei com esse cel ainda mt complicado instalar aplicativos;3
a22;577;N∆o vem com fone de ouvido. Ja faz algum tempo que a Samsung deixa a desejar na parte de acessorios;3
a22;583;Ç bom mas nao o qanto eu achavaa mas Ç isso ai. nÇ;3
a22;589;Celular muito bom porÇm a loja americanas online Ç horrivel, nao oferecem suporte ao cliente j† passei por transtorno duas vezes consecutiva e ultima vez n∆o compro mais na americanas e nem indico ninguÇm a comprar.;3
a22;595;A Samsung est† contando custo, o fone n∆o vem mais hahaha;3
a22;601;Comprei na Soub produto reembalado, aparelho Ç bom, bonito, leve, cÉmeras boas e com funá‰es interessantes, porem por ser um celular novo esperava mais da bateria, dura um dia mesmo deixando no moto de economia e colocando na taxa de 60 Hz.;3
a22;607;Os smartphone Samsung est∆o dando trabalho pra conectar o Wi-Fi, comprei um A03 e agora o A22 e n∆o conecta no modem de Wi-Fi da casa, s¢ no repetidor de sinal. Qual o segredo? Tem alguma configuraá∆o?;3
a22;613;Produto muito bom. Pena que n∆o vem o fone de ouvido;3
a22;619;Chegou antes da data prevista muito bom;3
a22;625;o produto Ç bom, s¢ o prazo de entrega que n∆o Ç comprido.;3
m13;91;Trava muito, a ponto de nao conseguir continuar alguma busca,pesquisa .Me enganei;1
m13;98;N∆o veio com fone de ouvido;1
m13;105;Prefiro os motorolas com sensor digitais na traseira com mais acessibilidade.;1
m13;112;Comprei o aparelho como novo, mais veio usado, com v†rios aplicativos de jogos infantil instalado, com o aplicativo da Netflix instalado com usu†rio e senha salvo no login no nome de wagnerbernardes42@gmail.com;1
m13;119;A cÉmera dele Ç muito ruim apesar de ser tripla e 50mp achei que as fotos ficaram muito sem foco Ç pior que o meu celular antigo que Ç de 13mp...;1
m13;126;Nao e bom o produto comprei um dia 16 de novembro, o celular nao e uma demora p estala os aplicativos foge a tela o tempo todo dano tipo curto;1
m13;186;Ele desliga sozinho;1
m13;193;Pior compra que fiz em toda a minha vida. Celular trava muito, lento, digitaá∆o horrivel.;1
m13;200;Aparelho bonito mas nao responde r†pido, a cÉmera Ç ruim;1
m13;57;Nao gostei, nao espelhar na tv;2
m13;65;Falto o fone de ouvido. Bom ms lento pra abaixa os app;2
m13;79;Produto razo†vel, tinha um M12 que tinha a metade da mem¢ria do M13, mas a qualidade das fotos no M13 no Messenger e no Whatzapp em ambientes fechados Ç muito ruim , ainda n∆o teste a cÉmera comum. O M12 aparentemente tem mais qualidade na cÉmera, apesar de ter a metade da mem¢ria;2
m13;85;Nao tem nem um màs e a tela fechou. Nao quer ligar de jeito nenhum, fica tocando meus alarmes sem eu se quer ter como desliga-lo.;2
m13;2;Lento e bugs constantes em app sociais.;3
m13;9;Ele com poucos dias de uso j† est† travando bastante;3
m13;16;Acho que nao tem bom som E falta recurso para aprimorar o SOM eu rinha um m10 e me arrependo por ter trocado pelo m13 qto ao atendimento da amricana nota 10;3
m13;23;Muito bonito,mas a bateria dura pouco tempo;3
m13;30;Muito bom obrigada;3
m13;37;‡timo produto recomendo;3
m13;44;Chegou antes da tada muito legal;3
m13;51;Sinceramente, pra um produto recÇm lanáado no Brasil, o processador n∆o Ç t∆o bom.;3
m13;132;Produto chegou conforme as especificaá‰es, o custo benef°cio Ç muito bom, pois o aparelho tem boa mem¢ria, o que me fez avaliar com 3 estrelas Ç que o aparelho n∆o vem com o fone de ouvido e se tiver que comprar um fone original o custo Ç muito auto para o cliente.;3
m13;139;Porem n veio capa e pelicula;3
m13;146;Infelizmente demorou a chegar, a cÉmera n∆o Ç t∆o boa e a bateria dura em torno de 1 dia e meio, as outras coisas s∆o boas.;3
m13;153;Ate agora o celular ta otimo so a bateria que nao dura muito poderia ser melhor;3
